Fecha;PM2.5(µg/m³);Xileno(µg/m³);SO2(µg/m³);CO(mg/m³);NO(µg/m³);NO2(µg/m³);PM10(µg/m³);NOx(µg/m³);Ozono(µg/m³);Tolueno(µg/m³);Benceno(µg/m³);Ruido(dBA)
2016-10-05;8;5.5;3;0.4;23;38;11;73;27;8.2;1.9;61
2016-10-12;7;4.3;3;0.2;6;22;10;31;60;3.0;0.9;56
2016-10-14;3;3.0;3;0.2;10;40;10;55;30;3.4;0.9;58
2016-10-27;11;7.4;6;;44;50;19;118;13;11.6;2.4;61
2016-10-28;15;6.6;7;;45;68;31;136;13;10.3;2.7;62
2016-10-31;14;5.6;3;;27;57;20;98;27;6.8;2.0;61
2016-11-01;15;5.8;3;;16;43;18;68;38;4.9;1.7;61
2016-11-09;8;2.0;;0.2;19;31;54;59;29;2.4;1.3;60
2016-11-10;6;4.4;4;0.3;65;68;20;168;13;6.1;2.7;59
2016-11-11;7;4.2;5;0.3;60;61;22;153;15;7.9;2.7;60
2016-11-13;8;3.6;7;0.3;28;51;13;94;16;4.7;3.0;59
2016-11-17;9;5.6;3;0.3;63;69;18;166;10;12.6;3.2;62
2016-11-19;9;4.6;5;0.3;42;56;14;120;12;7.5;2.8;61
2016-11-26;5;1.3;4;0.2;39;43;7;103;25;5.3;2.1;62
2016-11-30;3;0.3;3;0.1;18;32;4;60;42;2.8;1.5;65
2016-12-01;6;2.1;3;0.3;55;53;10;138;26;8.3;2.4;64
2016-12-02;11;4.1;6;0.3;91;65;20;205;5;11.4;3.5;63
2016-12-03;10;1.0;7;0.2;29;34;14;79;13;4.6;2.1;64
2016-12-07;9;2.9;4;0.2;59;55;11;145;11;7.2;2.9;64
2016-12-10;11;2.7;3;0.2;50;50;13;126;11;7.3;3.0;63
2016-12-12;8;3.5;4;0.3;93;53;13;195;6;10.8;3.3;62
2016-12-14;15;3.0;4;0.3;80;62;21;185;6;10.2;3.3;63
2016-12-18;5;0.2;3;0.1;8;11;5;23;57;0.6;1.1;69
2016-12-20;4;1.1;3;0.2;45;50;6;119;19;4.7;2.2;61
2016-12-21;5;4.1;3;0.2;85;72;15;202;12;11.2;3.0;60
2016-12-26;8;2.0;5;0.2;49;45;9;120;9;7.5;2.9;62
2016-12-30;11;3.0;4;0.3;72;66;16;176;11;8.1;3.2;62
2017-01-13;5;0.4;3;0.1;21;25;12;57;39;2.1;1.3;60
2017-01-16;5;0.4;3;0.1;22;26;31;60;45;1.8;1.3;60
2017-01-21;3;0.2;4;0.1;8;10;3;22;64;0.6;2.0;64
2017-01-28;3;0.7;7;0.2;29;37;4;81;41;2.8;1.6;61
2017-01-29;4;0.8;7;0.1;19;30;5;59;31;2.5;1.8;59
2017-01-31;17;3.6;;0.3;74;47;21;160;12;12.0;3.3;63
2017-02-01;17;3.1;;0.3;64;59;29;157;8;11.5;3.3;63
2017-02-03;4;0.3;;0.1;19;22;17;50;53;2.1;1.3;63
2017-02-06;3;0.6;4;0.2;27;35;12;75;43;4.8;1.5;60
2017-02-08;7;0.2;9;0.1;14;18;42;40;63;2.4;1.2;63
2017-02-11;5;0.3;3;0.2;10;19;6;34;59;1.3;1.5;63
2017-02-14;6;2.6;3;0.2;53;57;15;138;19;7.6;2.7;61
2017-02-17;15;3.9;4;0.3;63;63;20;161;10;12.0;3.2;63
2017-02-18;16;2.5;3;0.2;30;42;18;87;25;7.9;2.8;62
2017-02-19;13;0.4;3;0.2;12;28;14;47;55;2.4;1.8;61
2017-02-20;13;2.2;4;0.2;52;57;18;136;25;8.2;2.8;61
2017-02-23;10;;5;0.3;52;61;21;141;12;;;59
2017-02-25;9;2.9;5;0.3;29;39;12;84;27;6.6;2.7;65
2017-02-26;15;1.0;5;0.2;17;32;18;57;30;4.1;2.2;62
2017-02-27;11;1.1;5;0.2;21;28;28;61;37;3.7;2.1;62
2017-02-28;3;0.5;4;0.1;17;20;16;46;49;2.5;1.3;62
2017-03-04;1;0.3;5;0.1;9;11;2;25;63;1.0;1.0;64
2017-03-09;9;4.5;5;0.3;56;72;20;158;16;12.7;3.2;60
2017-03-11;20;3.7;9;0.2;43;59;24;124;22;10.7;3.1;64
2017-03-12;16;1.1;6;0.2;16;32;20;57;46;4.5;2.0;64
2017-03-14;10;0.9;5;0.2;14;29;13;49;65;2.7;1.8;64
2017-03-15;19;3.2;6;0.2;35;42;27;95;51;6.5;2.8;64
2017-03-18;18;1.4;10;0.2;22;55;25;89;41;4.4;2.9;64
2017-03-19;27;2.0;10;0.2;22;48;36;81;40;5.5;3.5;64
2017-03-27;4;1.2;4;0.2;20;40;8;70;63;4.1;1.5;61
2017-03-31;8;2.6;;0.2;37;64;15;121;47;7.9;2.1;60
2017-04-03;3;1.9;;0.1;33;63;12;114;39;6.2;1.9;58
2017-04-06;6;1.7;;0.2;36;64;17;119;43;7.3;2.2;59
2017-04-09;11;1.0;;0.2;13;51;12;71;53;2.5;1.2;59
2017-04-10;13;2.2;;;45;76;20;144;40;6.2;2.3;60
2017-04-11;9;2.4;;0.2;50;80;19;157;33;7.7;2.3;59
2017-04-14;14;2.3;;0.2;13;42;19;62;66;4.2;1.3;57
2017-04-17;12;0.6;;0.2;11;26;14;43;51;2.2;0.8;59
2017-04-28;4;0.3;3;0.1;21;40;6;71;47;3.5;1.6;59
2017-04-29;4;0.3;3;0.1;13;39;5;59;56;2.9;1.3;59
2017-05-02;4;0.7;4;;24;37;8;74;55;4.3;1.4;59
2017-05-07;4;0.7;3;;14;36;6;57;55;3.4;1.1;57
2017-05-08;4;0.6;3;;18;34;8;62;59;5.5;1.3;59
2017-05-09;6;0.6;8;;18;30;9;57;59;5.4;1.2;59
2017-05-13;2;0.3;3;;7;13;4;23;63;1.1;0.4;59
2017-05-14;2;0.4;3;;10;25;5;40;60;2.0;0.7;56
2017-05-23;6;0.5;3;0.2;19;36;9;65;;5.2;1.2;59
2017-05-24;8;1.6;3;0.2;35;57;13;110;;7.3;2.1;59
2017-05-31;12;1.0;;0.2;23;42;14;78;;5.8;1.3;59
2017-06-01;15;2.3;;;28;49;18;92;;9.7;1.7;60
2017-06-04;7;0.3;;;5;12;8;20;;1.3;0.4;61
2017-06-13;4;1.7;;;33;60;9;110;40;8.0;1.8;58
2017-06-15;7;2.0;;;23;56;11;92;53;8.2;1.7;57
2017-06-16;18;0.7;;;21;43;21;75;54;5.1;1.5;60
2017-06-17;11;2.0;;;16;39;14;64;63;4.7;1.1;59
2017-06-19;10;0.7;;;22;43;13;76;57;4.4;1.1;59
2017-06-20;11;0.9;;;19;41;15;71;61;3.6;1.1;59
2017-06-21;4;1.2;;;26;43;9;83;60;4.1;1.1;58
2017-06-25;12;0.3;;;6;11;13;20;62;1.2;0.4;57
2017-07-01;2;0.3;;0.1;11;20;3;36;67;1.6;0.6;57
2017-07-03;3;1.5;;;24;41;6;78;44;4.0;1.2;58
2017-07-06;5;0.5;6;0.4;21;39;7;71;46;4.6;1.1;59
2017-07-11;11;0.6;3;;18;32;12;60;64;3.3;1.1;59
2017-07-14;12;0.3;4;;19;31;13;60;37;3.7;1.0;60
2017-07-16;5;0.3;6;0.2;10;21;7;36;64;1.5;0.5;57
2017-07-19;9;0.5;;;12;23;11;42;66;5.3;0.9;59
2017-07-20;13;1.4;;0.2;12;22;15;40;55;4.8;0.7;60
2017-07-28;17;0.3;;;11;18;17;35;38;2.5;0.5;60
2017-07-30;19;0.8;;;7;14;20;25;33;3.4;0.4;58
2017-08-02;19;4.0;;;16;40;22;64;10;5.7;1.2;59
2017-08-03;7;7.2;;0.1;19;53;15;81;16;10.3;1.6;58
2017-08-06;12;3.5;;0.1;6;8;13;16;28;1.1;0.3;57
2017-08-10;7;;;0.1;13;23;18;42;49;;;58
2017-08-11;6;;;0.1;14;24;19;45;48;;;57
2017-08-13;5;;3;0.1;6;13;8;22;64;;;55
2017-09-01;7;0.3;3;0.1;10;20;10;35;50;4.3;0.8;59
2017-09-06;11;1.3;3;0.1;15;28;14;50;37;6.9;1.0;60
2017-09-07;9;0.9;3;0.1;17;27;14;54;33;4.9;1.2;60
2017-09-08;13;1.2;4;0.1;18;28;19;56;38;5.9;1.3;60
2017-09-10;2;0.3;3;0.1;6;13;4;22;48;0.9;0.4;57
2017-09-11;7;1.3;4;0.1;21;30;48;63;42;5.8;0.9;58
2017-09-12;7;1.8;4;0.2;26;36;18;76;26;9.2;1.7;59
2017-09-13;8;1.8;4;0.2;23;30;17;65;35;5.6;1.5;59
2017-09-14;12;2.8;4;0.2;22;31;34;65;47;7.6;1.5;60
2017-09-15;6;0.3;3;0.1;5;9;12;17;48;1.9;0.5;60
2017-09-19;7;1.1;3;0.2;15;27;14;51;47;4.3;1.2;59
2017-09-21;11;2.1;4;0.2;21;32;17;65;46;5.4;1.5;61
2017-09-25;17;2.0;4;0.2;19;23;48;51;66;5.5;1.3;60
2017-09-27;12;0.9;4;0.2;20;34;19;64;39;5.9;1.4;60
2017-10-01;10;0.4;3;0.2;9;22;13;36;57;2.5;0.8;56
2017-10-02;13;1.9;5;0.2;24;33;24;70;31;7.3;1.6;61
2017-10-03;11;2.3;4;0.2;23;29;17;63;29;12.5;1.5;60
2017-10-07;15;1.7;3;0.1;9;23;21;37;29;4.8;1.1;61
2017-10-11;15;1.4;4;0.1;19;28;20;57;45;13.8;1.4;60
2017-10-12;27;1.4;3;0.1;7;16;29;26;56;7.6;1.0;58
2017-10-20;8;;5;0.2;32;52;13;101;25;;;59
2017-10-24;12;4.0;5;0.2;42;55;24;118;24;12.8;2.4;58
2017-10-26;27;4.8;4;0.3;39;60;34;121;26;11.8;2.4;59
2017-10-31;7;0.4;3;0.1;10;25;11;41;41;4.0;1.1;58
2017-11-02;18;;4;0.2;28;50;34;92;20;;;59
2017-11-04;21;1.2;3;0.1;14;28;38;49;36;5.5;1.4;59
2017-11-06;8;0.3;3;0.1;12;21;57;39;56;3.4;0.7;58
2017-11-13;10;0.4;3;0.1;11;23;80;39;54;4.9;0.9;57
2017-11-14;19;2.6;6;0.2;51;58;95;136;25;8.9;2.4;56
2017-11-15;28;3.1;6;0.2;52;66;99;145;21;9.8;2.6;56
2017-11-26;11;0.6;3;0.2;24;34;47;71;32;4.8;1.8;57
2017-11-30;9;1.4;5;0.2;48;46;30;119;24;7.2;2.1;59
2017-12-01;9;0.7;3;0.1;14;22;56;43;41;8.3;1.2;60
2017-12-02;6;0.2;3;0.1;9;13;34;26;53;1.7;0.7;60
2017-12-04;24;2.7;7;0.3;74;63;65;176;18;10.1;2.7;57
2017-12-06;29;2.1;3;;30;49;48;94;21;6.1;2.5;57
2017-12-07;47;2.6;6;0.4;76;67;84;184;16;12.0;3.3;60
2017-12-09;24;0.8;3;0.2;25;34;35;72;20;5.0;2.4;58
2017-12-11;8;0.3;3;0.1;13;21;48;40;49;2.8;1.0;61
2017-12-13;13;0.9;3;0.1;22;29;56;63;26;4.6;1.8;58
2017-12-14;13;0.3;3;0.1;12;13;83;30;39;2.5;1.2;62
2017-12-16;9;0.5;3;0.1;20;33;32;63;32;3.5;1.5;58
2017-12-17;9;0.5;4;;23;33;26;67;35;3.0;1.7;57
2017-12-23;25;2.5;3;0.2;56;47;41;132;10;7.3;2.8;60
2017-12-25;20;1.0;3;0.1;16;22;27;47;23;4.0;1.7;59
2017-12-26;13;0.3;3;0.1;13;17;60;37;45;1.7;0.9;61
2018-01-03;9;0.4;3;0.1;15;17;;40;31;2.6;1.2;60
2018-01-04;14;0.2;3;0.1;12;11;;29;35;2.2;0.8;61
2018-01-09;16;0.4;3;0.1;21;26;;58;32;4.1;1.8;60
2018-01-11;7;0.4;3;0.1;13;21;;40;48;2.5;1.1;60
2018-01-14;9;0.4;3;0.2;20;25;;56;39;2.7;1.7;58
2018-01-17;14;0.9;6;0.3;56;44;;130;25;13.9;2.3;59
2018-01-20;12;1.0;4;0.1;21;16;;47;36;3.9;1.7;58
2018-01-21;5;0.3;3;0.1;5;8;;14;43;1.1;0.7;58
2018-01-23;22;1.5;4;0.2;62;29;;123;13;8.4;2.7;59
2018-01-24;34;3.8;3;0.2;55;31;;115;15;8.7;2.5;61
2018-02-03;4;0.2;3;0.1;11;23;11;39;52;1.6;1.3;59
2018-02-04;11;0.2;3;0.1;15;28;12;51;35;1.7;1.7;61
2018-02-07;12;0.8;4;0.1;31;44;18;91;32;3.8;2.1;60
2018-02-10;6;0.2;3;0.1;11;28;20;45;56;2.2;1.2;59
2018-02-14;10;0.4;3;0.1;12;25;25;44;45;4.7;1.2;61
2018-02-16;39;3.9;8;0.3;69;68;41;173;11;17.7;2.9;62
2018-02-18;11;0.3;3;0.1;10;30;16;46;44;2.1;1.2;60
2018-02-23;28;1.3;5;0.2;38;64;34;122;32;4.5;2.3;58
2018-03-01;48;1.4;4;0.2;43;48;43;114;23;6.5;2.6;64
2018-03-03;13;0.6;4;0.2;19;35;26;64;56;3.8;1.2;63
2018-03-07;7;;3;0.1;19;37;26;66;49;;;59
2018-03-16;8;;3;0.1;15;31;42;54;59;;;64
2018-03-19;17;;3;0.1;8;21;70;34;58;;;64
2018-03-20;7;;4;0.1;15;28;20;51;66;;;62
2018-03-21;16;;6;0.1;29;46;34;91;57;;;58
2018-03-24;5;1.4;3;0.1;4;9;53;15;76;3.2;2.7;63
2018-03-26;7;4.5;4;0.1;25;44;24;82;47;13.7;2.4;58
2018-03-27;14;4.5;5;0.2;28;63;40;106;37;23.4;2.9;57
2018-03-29;13;1.7;3;0.1;15;28;61;52;47;9.0;1.6;60
2018-03-31;7;0.3;3;0.1;4;10;75;15;85;2.4;0.9;62
2018-04-02;12;;4;0.1;8;29;17;41;68;;;56
2018-04-03;19;;4;0.1;26;46;59;86;49;;;59
2018-04-08;3;1.4;3;0.1;5;12;10;19;67;3.2;2.5;61
2018-04-09;4;0.5;3;0.1;4;10;17;16;83;1.8;1.9;60
2018-04-16;6;;3;0.1;16;33;13;58;57;;;59
2018-04-17;15;;6;0.1;38;53;23;110;39;;;59
2018-04-19;32;6.9;4;0.1;18;38;31;66;74;12.0;3.4;59
2018-04-25;30;6.1;4;0.1;21;47;40;80;63;12.5;3.5;57
2018-04-26;30;4.7;4;0.1;22;41;49;74;46;9.7;3.4;59
2018-04-29;12;0.7;3;0.1;4;10;28;16;78;1.4;1.4;61
2018-05-03;9;3.5;4;0.1;20;39;24;70;49;6.3;2.6;58
2018-05-06;23;1.9;4;0.1;6;24;25;33;72;8.3;3.0;57
2018-05-07;33;4.6;5;0.1;24;50;35;86;50;12.1;3.5;60
2018-05-12;32;2.3;3;0.1;11;27;44;44;63;4.7;3.0;61
2018-05-15;8;2.0;4;0.1;15;34;22;57;67;5.1;2.3;59
2018-05-19;26;2.4;4;0.1;13;44;24;65;73;4.5;3.2;60
2018-05-23;32;2.8;4;0.1;14;37;30;58;78;7.1;3.1;59
2018-05-25;26;2.8;3;0.1;6;20;48;29;82;4.2;3.3;61
2018-05-29;28;2.2;3;0.1;14;33;30;54;57;3.9;3.3;59
2018-05-30;15;3.0;4;0.1;15;44;28;66;61;6.7;2.8;59
2018-06-01;19;3.4;4;0.1;17;40;22;66;65;6.3;;59
2018-06-06;7;;4;0.1;15;33;18;56;58;;;59
2018-06-11;8;;3;0.1;11;25;25;41;58;;;59
2018-06-13;9;;3;0.1;16;41;23;66;72;;;58
2018-06-14;9;;5;0.2;20;51;;81;52;;;59
2018-06-15;11;;4;0.1;20;45;43;75;55;;;59
2018-06-19;9;;4;0.1;20;41;27;71;40;;;59
2018-06-27;11;1.1;3;0.1;17;38;31;64;63;3.0;;58
2018-06-29;9;1.0;3;0.2;13;29;25;48;64;2.5;0.8;58
2018-06-30;10;;3;0.1;7;20;19;31;68;;;57
2018-07-03;16;1.1;3;0.2;16;35;35;60;43;4.6;0.6;58
2018-07-07;10;0.6;3;0.1;9;25;23;39;53;1.6;0.2;58
2018-07-10;11;1.2;3;0.2;17;41;;66;54;3.0;0.3;58
2018-07-22;5;0.2;3;0.1;5;16;14;24;94;0.6;0.3;56
2018-07-26;15;1.5;;0.2;14;34;;55;76;2.5;1.0;59
2018-07-27;14;2.2;;0.2;16;35;;59;64;3.0;1.2;59
2018-07-29;17;1.2;;0.1;6;17;;27;88;1.6;0.2;57
2018-08-05;11;1.4;4;0.1;6;27;;36;112;1.0;0.5;56
2018-08-09;13;3.0;4;0.2;12;29;20;47;57;4.8;0.6;60
2018-08-10;7;1.7;4;0.1;5;12;23;19;;2.8;;61
2018-08-15;6;1.0;3;0.1;6;15;15;24;;2.9;;56
2018-08-21;7;0.8;3;;16;47;28;71;;3.2;3.0;56
2018-09-01;8;1.0;3;0.1;9;27;30;41;64;2.6;1.8;57
2018-09-05;11;0.7;4;0.2;14;33;26;54;58;2.7;2.7;58
2018-09-07;8;0.7;4;0.1;13;38;;58;63;2.7;2.6;59
2018-09-09;8;0.6;4;;6;24;;33;58;2.2;2.2;58
2018-09-11;9;0.9;4;;16;38;;62;;2.8;4.2;58
2018-09-12;12;1.0;4;;22;41;26;73;;3.5;3.7;60
2018-09-13;12;1.3;5;;25;43;25;82;;3.8;6.1;60
2018-09-15;8;0.6;4;;6;26;14;36;61;1.9;1.7;60
2018-09-17;8;1.0;4;;20;39;18;69;38;3.3;5.1;61
2018-09-19;9;2.7;4;0.2;19;38;25;67;38;3.4;3.1;61
2018-09-20;13;1.6;4;0.2;26;45;30;84;29;4.3;3.9;61
2018-09-23;23;1.0;4;0.2;9;36;29;50;50;2.9;2.1;59
2018-09-27;11;0.7;5;;11;34;18;51;53;2.4;1.7;60
2018-09-29;13;0.8;4;;12;41;23;59;51;2.6;1.4;59
2018-10-02;10;1.3;5;;18;48;26;75;41;2.8;1.7;57
2018-10-05;13;6.1;4;0.3;23;52;26;88;44;8.7;3.4;59
2018-10-06;19;5.1;4;0.3;11;39;26;55;;7.1;2.5;60
2018-10-09;3;2.7;4;0.1;7;16;6;27;34;3.9;0.9;57
2018-10-11;22;4.5;5;0.3;34;53;26;105;16;6.7;1.4;61
2018-10-15;5;1.3;5;0.1;12;28;17;46;33;2.2;0.4;59
2018-10-22;31;3.2;5;0.4;32;38;;87;29;5.5;1.2;61
2018-10-29;4;0.9;4;0.1;9;21;;34;39;1.8;0.3;60
2018-10-31;5;1.4;4;0.1;12;27;8;45;32;2.3;0.5;62
2018-11-01;7;2.0;6;0.1;21;35;12;66;19;3.2;0.8;60
2018-11-04;11;2.2;5;0.1;21;43;22;75;18;3.4;0.9;59
2018-11-09;4;1.5;4;0.1;11;27;15;44;37;2.4;0.5;61
2018-11-12;22;3.2;5;0.2;30;41;29;87;19;5.5;1.3;62
2018-11-15;25;1.9;4;;11;32;25;49;26;3.2;0.5;
2018-11-17;21;1.6;4;0.1;9;30;21;43;30;2.5;0.7;58
2018-11-21;12;4.1;7;0.2;40;42;23;104;25;5.4;1.3;63
2018-11-23;17;3.9;5;0.2;41;40;19;104;10;5.2;1.2;63
2018-11-24;9;2.1;5;0.1;20;36;11;67;23;3.1;0.8;60
2018-11-26;5;1.3;4;0.1;11;26;19;43;43;2.3;0.6;61
2018-11-27;7;2.4;6;0.1;19;38;19;68;26;3.4;0.7;59
2018-11-28;16;5.1;7;0.2;52;54;28;133;17;8.3;1.8;59
2018-12-02;13;2.4;4;0.2;17;37;18;63;23;3.7;1.1;59
2018-12-06;30;6.1;4;0.3;;;29;;7;9.7;2.0;62
2018-12-13;14;2.6;5;0.2;;;19;;34;3.3;0.6;63
2018-12-15;8;2.0;4;0.1;;;16;;38;3.0;1.1;60
2018-12-16;6;0.7;4;0.1;;;6;;49;1.3;0.3;61
2018-12-24;31;4.4;6;0.2;76;56;34;172;4;6.6;2.4;61
2018-12-27;35;4.5;7;0.2;57;54;34;142;9;9.1;2.0;61
2018-12-30;21;3.1;6;0.2;42;45;30;109;13;4.5;1.8;60
2019-01-03;18;4.9;6;0.3;53;59;34;140;7;10.5;1.9;61
2019-01-04;21;4.0;5;0.3;41;53;35;115;10;10.3;1.7;69
2019-01-05;21;2.2;5;0.1;28;39;42;81;19;5.1;1.3;
2019-01-09;16;4.0;4;;37;41;38;98;27;9.1;1.2;59
2019-01-11;16;8.1;11;0.3;69;66;45;172;26;4.6;1.9;57
2019-01-13;13;;5;;28;46;32;88;23;;;58
2019-01-16;32;;7;;76;64;49;180;12;;;61
2019-01-17;40;;8;;85;62;70;193;11;;;
2019-01-19;14;;4;0.2;16;36;30;60;32;;;59
2019-01-21;6;;5;0.1;35;44;19;98;33;;;58
2019-01-29;8;;5;0.1;14;24;34;45;50;;;59
2019-02-02;4;;4;0.2;4;9;24;16;78;;;63
2019-02-06;20;2.5;5;0.1;41;56;38;119;18;8.6;;59
2019-02-08;;1.7;5;0.2;35;54;;108;22;8.5;3.4;62
2019-02-10;9;0.4;4;0.1;5;14;26;21;52;1.4;0.6;61
2019-02-12;12;1.2;4;0.2;36;54;26;109;27;6.6;2.0;60
2019-02-16;;0.5;4;0.1;14;41;;63;44;5.1;1.6;
2019-02-17;;0.2;4;0.1;7;25;;35;58;2.4;0.9;
2019-02-20;26;0.6;5;;22;51;39;85;43;5.9;2.3;
2019-02-26;22;1.4;6;0.3;32;60;41;109;32;7.3;4.2;58
2019-03-01;25;2.3;7;0.2;30;57;35;103;41;7.0;2.2;59
2019-03-05;18;0.6;5;0.1;15;33;30;56;53;3.6;1.3;60
2019-03-06;25;1.1;5;0.1;19;36;44;65;39;5.8;2.3;61
2019-03-09;18;0.4;6;0.5;14;44;31;65;50;4.5;1.5;60
2019-03-10;17;0.4;4;0.3;13;41;31;60;43;4.8;1.6;59
2019-03-11;14;2.4;5;0.2;31;51;29;98;33;6.6;2.9;60
2019-03-12;16;1.5;5;0.2;20;45;34;75;38;6.6;2.4;60
2019-03-14;11;1.0;7;0.5;18;42;29;69;51;4.1;1.9;60
2019-03-17;26;2.5;5;0.2;16;31;67;55;64;5.3;1.7;64
2019-03-18;13;0.3;7;0.3;10;28;34;43;65;2.0;0.8;62
2019-03-19;16;0.2;6;0.3;7;25;32;36;64;2.4;0.9;63
2019-03-21;13;0.3;5;0.3;21;38;25;71;62;2.6;1.2;59
2019-03-22;15;0.3;5;0.4;12;41;29;60;75;3.8;1.5;59
2019-03-26;16;1.9;4;0.3;16;40;31;64;58;4.5;2.9;58
2019-03-28;13;0.5;6;0.3;21;45;28;77;60;5.6;1.7;58
2019-04-06;1;0.2;4;0.3;4;11;3;17;81;0.7;0.4;62
2019-04-10;2;0.3;4;0.3;9;26;7;39;64;2.3;1.1;58
2019-04-13;16;0.3;5;0.3;10;42;24;57;64;3.9;1.5;58
2019-04-14;10;0.3;4;0.3;6;22;22;30;82;2.8;0.9;57
2019-04-20;17;0.2;4;0.3;2;6;25;8;110;0.4;0.4;66
2019-04-22;20;0.2;5;0.2;7;31;29;42;49;2.3;1.1;60
2019-04-23;14;1.1;5;0.2;18;30;22;58;49;4.6;4.3;61
2019-04-25;4;0.3;4;0.3;6;15;10;25;67;1.6;0.8;60
2019-05-02;12;0.2;5;0.2;14;35;17;56;52;3.4;1.5;61
2019-05-04;8;0.4;4;0.3;7;23;13;34;55;2.3;1.0;61
2019-05-10;4;0.4;4;0.2;11;21;15;38;39;3.1;1.0;60
2019-05-16;11;0.3;5;0.2;9;25;22;39;82;2.6;1.2;59
2019-05-17;5;0.2;4;;5;14;22;22;73;1.5;1.0;60
2019-05-19;5;0.3;4;0.3;4;19;10;26;58;2.1;0.9;56
2019-05-20;5;0.3;4;0.3;10;24;11;40;64;3.2;2.4;58
2019-05-28;12;0.6;6;0.1;15;38;21;61;38;5.3;1.9;59
2019-06-01;7;0.6;6;0.2;9;26;12;40;56;3.0;1.1;58
2019-06-09;8;0.3;5;0.2;5;18;17;25;64;2.1;0.9;56
2019-06-12;4;0.4;5;0.2;13;24;10;43;55;3.5;1.4;58
2019-06-15;7;1.1;4;0.3;5;15;20;22;78;1.9;0.3;57
2019-06-17;13;2.4;5;0.1;13;24;23;43;56;4.2;0.5;59
2019-06-24;9;1.0;4;0.1;3;10;16;15;67;1.9;0.3;57
2019-06-25;16;2.6;4;0.1;10;20;26;36;51;4.8;0.7;58
2019-06-30;;2.3;5;0.2;5;32;;40;57;3.6;0.4;55
2019-07-04;;3.1;5;0.1;13;36;;55;52;6.2;1.1;57
2019-07-10;;2.5;4;0.1;13;30;;50;55;7.9;0.6;59
2019-07-11;;2.3;4;0.1;10;28;;43;57;3.8;0.5;59
2019-07-13;;1.8;4;0.1;4;14;;20;68;2.5;0.3;57
2019-07-17;;2.2;4;0.1;10;23;;38;65;4.9;0.5;58
2019-07-20;13;1.5;4;0.1;5;15;22;23;63;2.3;0.5;57
2019-07-24;16;4.1;6;0.2;19;44;34;72;41;8.5;1.5;56
2019-07-27;17;1.5;4;;4;12;51;19;51;2.4;0.4;58
2019-07-29;10;2.1;5;0.1;12;25;24;43;43;3.4;0.5;58
2019-07-31;11;1.7;4;0.1;6;12;22;21;51;1.4;0.5;58
2019-08-01;12;;4;0.1;8;20;22;33;51;;;57
2019-08-04;11;;4;0.1;3;10;21;15;64;;;55
2019-08-05;16;;5;0.1;9;21;33;33;53;;;57
2019-08-08;21;;;0.1;11;24;38;42;42;;;58
2019-08-09;12;;6;0.2;15;35;45;58;32;;;57
2019-08-10;15;1.5;4;0.1;4;11;27;18;43;2.9;0.4;56
2019-08-11;15;0.7;4;0.1;4;8;22;14;40;1.5;0.3;56
2019-08-12;11;1.5;4;0.1;7;14;24;25;43;2.9;0.5;56
2019-08-20;12;1.2;4;0.1;3;6;28;10;56;1.7;0.4;57
2019-08-22;8;1.6;4;0.1;9;22;14;35;57;2.6;1.0;57
2019-08-25;16;1.1;4;0.1;5;13;20;20;65;1.9;0.4;56
2019-09-01;14;1.5;4;0.1;4;15;22;21;84;3.0;0.4;55
2019-09-12;11;1.4;4;0.1;4;13;21;19;92;3.4;0.4;61
2019-09-13;12;1.1;4;0.1;3;10;19;14;94;2.1;0.4;63
2019-09-15;19;0.6;4;0.1;2;3;26;6;104;1.2;0.3;60
2019-09-16;22;2.2;5;0.1;8;22;31;34;69;4.1;0.7;59
2019-09-18;14;4.1;5;0.1;18;35;28;62;46;5.8;1.8;59
2019-09-20;20;2.7;5;0.1;9;23;32;37;74;5.1;0.9;60
2019-09-22;8;1.0;4;0.1;4;7;13;12;51;1.9;0.3;58
2019-09-24;8;3.7;5;0.2;19;25;21;54;50;7.2;1.3;58
2019-09-27;18;5.8;5;0.1;14;26;29;48;48;10.6;2.2;60
2019-09-30;24;9.5;6;0.2;14;21;37;43;60;14.9;5.3;59
2019-10-03;7;8.3;7;0.3;16;29;24;53;44;12.3;3.5;58
2019-10-08;13;10.6;5;0.1;21;32;29;64;39;13.6;5.1;59
2019-10-11;12;7.1;6;0.1;18;26;18;52;44;14.0;3.3;59
2019-10-13;9;4.3;4;0.1;6;15;13;24;60;7.8;1.7;59
2019-10-22;3;5.1;5;0.2;12;22;4;40;37;8.8;1.7;63
2019-10-24;4;8.4;7;0.4;20;23;8;54;36;10.8;3.5;58
2019-10-26;12;9.0;4;0.2;24;42;17;79;27;14.2;4.6;60
2019-10-29;31;20.3;6;0.2;57;58;42;146;15;35.2;9.7;61
2019-10-30;25;16.4;6;0.2;47;58;35;130;15;23.3;6.9;60
2019-11-02;4;1.3;4;0.2;5;6;13;13;46;2.3;0.5;60
2019-11-04;2;2.7;5;0.3;7;10;10;21;56;4.0;0.8;61
2019-11-05;2;2.7;5;0.4;7;16;8;27;51;5.5;1.1;60
2019-11-06;4;9.1;8;0.5;26;30;20;71;30;15.1;4.7;57
2019-11-10;1;1.0;4;0.4;4;8;5;14;58;2.3;0.6;58
2019-11-11;2;3.0;7;0.3;11;20;8;36;45;5.6;1.2;58
2019-11-15;2;3.5;6;0.3;15;25;5;47;37;5.9;1.5;59
